date,symbol,time,last,volume,amount,bp1,bp2,bp3,bp4,bp5,bp6,bp7,bp8,bp9,bp10,bv1,bv2,bv3,bv4,bv5,bv6,bv7,bv8,bv9,bv10,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10
20240207,SH.510050,94951000,2.983,252500,748723.2,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,1700,10100,4100,9100,7100,600,1700,4300,2000,1600,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,1700,7500,2600,1600,1500,54500,600,3700,9800,4400
20240207,SH.510050,94954000,2.982,253000,750214.2,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,1000,5300,2400,1800,2400,3100,4000,3900,3000,3400,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2000,5600,5100,3700,6700,2900,100,2000,8100,4300
20240207,SH.510050,94957000,2.983,253000,750214.2,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,12600,2000,7100,1500,2000,12400,2100,1200,2300,1100,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,18500,10900,28700,2900,2700,4300,6500,4700,10900,4600
20240207,SH.510050,95000000,2.983,253000,750214.2,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,6000,1300,600,15600,500,2500,1800,4800,700,10000,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,5700,4400,15100,1300,31800,4800,500,400,3200,1000
20240207,SH.510050,95003000,2.983,253400,751407.4,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,6200,6000,1100,6800,11800,2600,2200,1000,4700,300,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,4200,4800,1000,5400,4500,4700,1000,9100,4300,4400
20240207,SH.510050,95006000,2.982,253400,751407.4,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,3800,3800,8700,5100,3000,10300,7300,4900,1300,4400,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,6600,300,47500,14300,5000,1500,42500,1100,700,2400
20240207,SH.510050,95009000,2.982,254200,753793.0,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,700,900,2100,1500,1400,3400,8700,1600,5700,2300,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,1300,2100,1500,2900,1800,11400,2000,2000,1900,12000
20240207,SH.510050,95012000,2.983,254200,753793.0,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,7900,3600,2200,3900,1800,4300,3400,2600,12200,400,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,4500,1600,5100,4100,5300,1800,300,4000,3900,1900
20240207,SH.510050,95015000,2.982,255300,757073.2,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,2.972,1600,1300,3800,700,10100,200,4600,7600,2300,2500,2.982,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,3000,2600,9800,5800,9900,4000,8200,1500,4700,3900
20240207,SH.510050,95018000,2.981,255600,757967.5,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,2.972,2.971,15100,3400,5400,2400,2800,6500,22800,15400,4000,3300,2.981,2.982,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,1800,36800,2300,11100,3100,20400,7100,14900,1600,3500
20240207,SH.510050,95021000,2.983,256100,759459.0,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,5100,1000,300,5800,4100,5600,1800,44400,6000,2800,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,1300,2300,1700,1100,4300,2100,600,2600,3300,1600
20240207,SH.510050,95024000,2.983,256600,760950.5,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,5300,1600,27700,10600,4600,1200,3200,14500,1700,2300,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,12200,6100,11300,10600,2500,8300,1500,5800,1100,1200
20240207,SH.510050,95027000,2.983,257300,763038.6,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,8500,2500,6800,7900,900,600,300,22000,2600,9700,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,700,100,2100,2300,6100,3300,2000,1800,5700,10600
20240207,SH.510050,95030000,2.983,258000,765126.7,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,400,6200,900,3900,2100,1900,1800,2200,3800,4600,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2600,11600,900,1800,12300,5300,500,6500,6800,9500
20240207,SH.510050,95033000,2.982,258600,766915.9,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,5200,2400,3000,9900,4200,800,5000,1600,5700,4200,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2700,5500,5300,1800,6900,18400,3300,300,6200,8900
20240207,SH.510050,95036000,2.983,258900,767810.8,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,1100,800,900,2100,2900,1500,4700,12100,4600,5000,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,400,3000,12600,2800,11100,3700,800,3500,3700,4900
20240207,SH.510050,95039000,2.983,259000,768109.1,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,3100,2000,600,800,700,11400,3900,2800,300,2700,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2200,5300,5500,1000,3300,600,12200,19100,500,5800
20240207,SH.510050,95042000,2.984,259500,769601.1,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,8600,6900,2100,3100,1500,1200,1200,400,3300,8500,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,4000,5100,6700,2100,1000,5300,8800,3200,3600,4300
20240207,SH.510050,95045000,2.983,260400,772285.8,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,1000,4100,3500,13000,400,4900,1500,4200,26800,2600,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,600,700,5500,2300,5500,1900,19500,8000,6300,53900
20240207,SH.510050,95048000,2.984,260400,772285.8,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2700,17500,500,2200,9000,1500,3500,2400,2300,6200,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,9200,6800,2300,3300,2300,3200,1900,1100,1500,1100
20240207,SH.510050,95051000,2.983,260700,773180.7,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,4700,9300,2700,1000,3400,200,700,44900,900,1500,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,200,3900,2700,1700,3100,2200,4500,8000,11700,8900
20240207,SH.510050,95054000,2.983,260800,773479.0,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,3800,4500,3800,1300,600,17900,2300,5600,1300,1500,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,15500,1100,4300,2500,7600,2000,4000,4700,2400,10700
20240207,SH.510050,95057000,2.983,261100,774373.9,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2400,13400,500,3700,7400,3800,1800,2700,2000,4000,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,5600,2100,900,4000,1800,1900,6300,1800,14800,3200
20240207,SH.510050,95100000,2.983,261400,775268.8,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,2700,1800,8800,400,2500,4200,1600,1600,3600,100,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,3700,19900,14300,8500,5000,3600,1100,6000,33200,1100
20240207,SH.510050,95103000,2.982,262000,777058.0,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,2.973,1500,32400,3000,700,7500,1500,7400,4600,1200,4900,2.983,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,5000,7100,11100,1000,5100,2800,15900,5200,4400,800
20240207,SH.510050,95106000,2.983,262300,777952.9,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,1200,3800,23500,10400,3700,14900,1000,1600,3000,3800,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,1800,600,2200,1800,1800,5100,3100,1400,4700,2900
20240207,SH.510050,95109000,2.985,262300,777952.9,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,4400,3000,12300,1600,6000,11900,1000,19500,1600,2600,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,700,700,7000,6800,3100,9600,13300,1000,7200,2300
20240207,SH.510050,95112000,2.984,262700,779146.5,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,7500,1600,2300,1400,1600,2900,15900,9100,3900,400,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,1300,4400,700,1100,2800,6300,1200,2300,10000,8100
20240207,SH.510050,95115000,2.986,263100,780340.9,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2300,1600,2800,1200,800,3600,3800,5100,1800,2800,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,7100,6300,2200,5100,1000,4500,4000,3100,800,6600
20240207,SH.510050,95118000,2.984,263500,781534.5,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,700,6400,19300,5800,2700,4600,11500,2500,3200,16800,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,5100,6900,2600,5600,2200,3300,800,3800,1600,4100
20240207,SH.510050,95121000,2.985,265600,787803.0,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,1100,2500,600,4800,600,15800,9100,1000,900,7600,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,6600,15300,19600,3200,500,15200,2000,13600,2400,1400
20240207,SH.510050,95124000,2.985,266100,789295.5,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,3300,2500,4000,5200,1900,3600,2500,53400,6100,1000,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,10300,2900,3200,3000,8300,2600,3600,2100,6500,1800
20240207,SH.510050,95127000,2.985,268600,796758.0,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,1300,4700,2500,2300,2700,2100,1300,1500,7800,7500,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,3000,3300,2000,2700,5300,4800,1500,3500,1000,3100
20240207,SH.510050,95130000,2.986,269500,799445.4,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,4600,5300,1500,3700,500,10500,3300,100,7600,4300,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,600,27500,400,1600,12100,2200,14300,3800,3100,2400
20240207,SH.510050,95133000,2.986,270300,801834.2,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,3400,1800,23700,25400,5200,6400,45200,4900,1800,600,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2100,31500,1700,1600,600,6500,300,2000,500,7400
20240207,SH.510050,95136000,2.988,270500,802431.8,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,3600,1200,1700,1000,500,19600,1100,900,800,1000,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,1600,3500,1600,1400,6000,6200,2000,2300,4600,44600
20240207,SH.510050,95139000,2.986,270700,803029.0,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,117300,4700,7800,1700,9500,900,3300,1400,24600,7400,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2200,9500,4200,2000,13700,2800,30500,14300,1300,3300
20240207,SH.510050,95142000,2.987,271300,804821.2,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,700,7400,12500,1800,8800,19100,3600,4100,1100,13700,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2700,800,400,2700,5700,1700,4200,4600,2000,9500
20240207,SH.510050,95145000,2.987,271500,805418.6,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2900,15400,11300,2600,1100,1300,9000,1700,11300,13400,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,500,200,1800,9000,10700,5700,3000,400,2200,5900
20240207,SH.510050,95148000,2.987,271500,805418.6,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2000,15900,4500,3200,1900,3900,1500,2500,4300,1900,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,1000,1800,5600,1000,3200,1600,2300,6600,8800,3000
20240207,SH.510050,95151000,2.987,271500,805418.6,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,700,2100,2500,800,7100,6100,8000,1700,9200,2200,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,500,500,3900,4100,6900,24600,1100,8600,500,900
20240207,SH.510050,95154000,2.987,272600,808704.3,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2800,1100,2100,13000,100,5200,1700,200,6700,12300,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,600,3200,4200,22700,2300,2300,2400,600,300,19500
20240207,SH.510050,95157000,2.988,272900,809600.7,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,16400,5700,2800,1000,3700,5900,2900,4300,1000,2300,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2100,1800,1400,22000,5900,2900,8500,13200,2200,1600
20240207,SH.510050,95200000,2.989,274600,814682.0,2.988,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,1400,2300,2600,4000,13800,5700,1700,1700,1100,2100,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2.998,7900,4800,1800,5400,1200,3700,12400,6400,5900,200
20240207,SH.510050,95203000,2.989,274600,814682.0,2.988,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,6800,600,12300,2600,10700,14000,7700,1800,900,5500,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2.998,500,1200,3900,4200,16600,600,3800,6700,1100,2600
20240207,SH.510050,95206000,2.988,275000,815877.2,2.988,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,1600,800,1000,500,7500,6200,1600,12100,4200,7500,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2.998,2100,10200,800,1100,2200,9400,1200,200,4000,15300
20240207,SH.510050,95209000,2.988,275500,817371.2,2.988,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,500,3700,5400,300,2600,4400,2200,4600,3500,3800,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2.998,1200,5100,8000,900,3400,5500,4500,19800,1400,4400
20240207,SH.510050,95212000,2.99,278400,826042.2,2.989,2.988,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,1700,100,2700,8500,1700,700,1200,1900,2800,1300,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2.998,2.999,2900,6400,3300,600,6600,5200,8600,9700,2100,2700
20240207,SH.510050,95215000,2.988,278500,826341.0,2.988,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,600,11400,3700,2500,400,800,3100,12600,900,7800,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2.998,3200,9700,7100,4400,1800,2200,5000,1200,1800,1000
20240207,SH.510050,95218000,2.988,278900,827536.2,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2100,14200,1500,2800,6200,2800,5100,4200,2300,2700,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,3600,15800,24800,2500,6300,4900,11100,500,2500,2400
20240207,SH.510050,95221000,2.988,280000,830823.0,2.988,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,8500,12500,1000,1900,1400,700,5100,900,9700,7200,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2.998,3500,2100,8600,13400,15300,800,2600,500,3700,6200
20240207,SH.510050,95224000,2.988,280700,832914.6,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,800,4200,23200,4600,8400,5600,15100,1800,3400,10200,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,1400,3400,9100,1800,2100,4000,4900,6600,300,17500
20240207,SH.510050,95227000,2.988,281400,835006.2,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,5100,800,600,1800,7000,700,5300,7900,2000,1500,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,600,1400,4400,2800,8600,4600,3300,9000,500,9600
20240207,SH.510050,95230000,2.987,281700,835902.3,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,5400,1500,8100,8300,3000,2300,1500,2800,800,2400,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,1000,14400,12100,20200,1700,4100,400,6800,800,4100
20240207,SH.510050,95233000,2.988,281800,836201.1,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,9000,4300,6200,1800,4200,6000,6100,1900,900,2200,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,4200,4100,5200,5100,1200,3400,1100,5000,5000,1300
20240207,SH.510050,95236000,2.986,282300,837694.1,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2300,500,4500,1600,1700,1700,4400,4700,3200,1700,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,3200,6300,1400,6600,2400,5000,900,2800,4500,2200
20240207,SH.510050,95239000,2.985,282700,838888.1,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,1800,1900,1400,700,16600,4000,7200,6000,2800,12500,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,4000,5400,5500,800,5800,2700,4200,3400,5600,900
20240207,SH.510050,95242000,2.986,284000,842769.9,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,300,2200,1600,2200,1000,1900,3100,1100,8700,6700,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,14700,4300,1400,1900,9200,4800,800,5800,21200,5600
20240207,SH.510050,95245000,2.986,284200,843367.1,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,9900,5100,2800,2000,2300,1200,2400,3300,3200,500,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,4100,6300,2100,4000,4400,2200,3300,1700,3500,5600
20240207,SH.510050,95248000,2.986,284300,843665.7,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,8800,1000,500,7800,4400,1400,4100,3800,6100,2700,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,700,5200,2200,6700,1200,4700,5200,2000,500,1000
20240207,SH.510050,95251000,2.985,284600,844561.2,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,14100,3500,9900,1300,6200,3400,1000,4000,2500,700,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,6000,4500,3800,10100,2000,15200,200,3900,2300,1400
20240207,SH.510050,95254000,2.987,284700,844859.9,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,900,300,700,11700,4500,10000,1200,1400,1900,600,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,3300,2600,13600,32800,12900,2200,600,4800,3900,2700
20240207,SH.510050,95257000,2.987,285400,846950.8,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,3700,9200,700,600,21200,1600,8700,2500,2800,4200,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,11900,5400,3700,1000,400,1500,1000,9200,13100,5000
20240207,SH.510050,95300000,2.986,286200,849339.6,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,5400,8200,9800,400,8200,11500,3600,1400,13800,9800,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,100,6000,1300,10800,14800,6000,5300,4000,5300,8700
20240207,SH.510050,95303000,2.987,286200,849339.6,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,62200,7900,6100,5100,1700,1000,1700,8500,1100,6800,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,1700,4100,5200,9200,6600,2800,3600,1800,3200,13200
20240207,SH.510050,95306000,2.985,288000,854712.6,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,5100,6900,10400,6800,300,1800,3300,800,900,9800,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,5200,1700,2900,6700,1900,11500,1400,1900,1900,600
20240207,SH.510050,95309000,2.987,288500,856206.1,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2200,300,1600,2600,1700,2400,5700,2000,7500,900,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,3500,2100,3100,1300,1200,200,5900,5000,900,5900
20240207,SH.510050,95312000,2.986,289400,858893.5,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,1800,2200,3500,3100,5600,19700,1200,3700,4200,20500,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,700,800,3600,6000,800,4100,800,2500,700,3000
20240207,SH.510050,95315000,2.987,290600,862477.9,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,11100,2000,13700,900,400,1500,2300,1600,900,4000,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,1500,7600,3500,3300,3000,5600,22200,5900,3900,15800
20240207,SH.510050,95318000,2.987,292200,867257.1,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,300,5200,700,500,3300,1500,9700,4000,2400,1000,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2000,4500,1300,17100,4400,4000,1000,3800,1200,1100
20240207,SH.510050,95321000,2.988,292400,867854.7,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,3900,4200,2100,6200,7700,9100,2200,1300,2900,900,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,2000,800,900,6700,5200,900,900,1900,3400,27000
20240207,SH.510050,95324000,2.986,292900,869347.7,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,1000,2300,600,2500,9400,3500,5400,9500,1200,3000,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,400,3100,3000,4900,2600,1000,2600,4000,3000,4400
20240207,SH.510050,95327000,2.988,293000,869646.5,2.987,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,3600,2000,8400,1500,9800,6800,3000,1700,2500,2300,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,2.997,9300,20000,11700,400,1200,4100,2800,1200,1900,4100
20240207,SH.510050,95330000,2.986,294300,873528.3,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,700,2400,6800,3100,40400,4700,2000,6300,4800,5800,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,5900,600,1700,4500,12500,800,7000,300,2200,600
20240207,SH.510050,95333000,2.986,294500,874125.5,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,3000,6000,4900,2900,3900,1300,3000,3800,3800,20600,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,600,2300,6200,3600,2200,4100,2300,34800,6300,5300
20240207,SH.510050,95336000,2.983,296100,878898.3,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,2.974,6200,2800,2800,2000,1900,700,4800,4700,4800,8800,2.984,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,1600,500,3000,7400,2100,2900,1800,5200,7200,1000
20240207,SH.510050,95339000,2.985,296600,880390.8,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,2.975,4900,3100,4800,41000,1400,1500,9900,6200,1200,300,2.985,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,4100,400,300,1000,2400,4200,1500,3900,1900,9800
20240207,SH.510050,95342000,2.985,297000,881584.8,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,9200,1600,500,3300,1500,12700,2300,3100,8600,2100,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,8700,14500,700,1000,5000,3600,10200,1400,3000,300
20240207,SH.510050,95345000,2.985,297300,882480.3,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,29800,2100,900,3200,1300,3500,2500,3600,16900,700,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,1000,5400,4600,2700,6700,1900,900,2100,5100,10500
20240207,SH.510050,95348000,2.987,297600,883376.4,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,4200,8100,4300,4100,4200,4200,5400,7900,8400,5200,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,14800,6000,8400,2000,500,8300,7600,3500,6100,3000
20240207,SH.510050,95351000,2.987,298300,885467.3,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,1000,19000,3200,1800,1700,13100,3600,2300,2100,6200,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,800,1900,3900,900,1200,4900,8400,1300,2800,1000
20240207,SH.510050,95354000,2.987,299700,889649.1,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2600,11100,2200,4500,1500,12200,2300,800,500,3600,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,1700,3500,2600,1500,2300,8800,1000,8800,9500,2400
20240207,SH.510050,95357000,2.987,300100,890843.9,2.986,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,1900,3700,10600,1500,1200,2100,2000,1400,10600,5400,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,2.996,1500,8500,1400,9300,800,3000,15900,57800,3000,4500
20240207,SH.510050,95400000,2.985,301000,893530.4,2.985,2.984,2.983,2.982,2.981,2.98,2.979,2.978,2.977,2.976,3000,900,6000,13300,600,1100,2200,6600,700,1200,2.986,2.987,2.988,2.989,2.99,2.991,2.992,2.993,2.994,2.995,7800,6700,9200,5000,12700,1200,4700,2300,1100,9600
